,department,proficiency_level,no_of_projects,manager_rating,promotion,project_score,hackerrank_score
4065,1,1.0,21,5,1,0.0,0.0
4066,0,0.0,24,1,0,28.0,20.0
4067,0,3.0,30,5,1,94.0,55.0
4068,0,3.0,30,5,1,94.0,55.0
4069,2,1.0,11,1,0,16.0,11.0
4070,2,1.0,11,1,0,11.0,27.0
4071,4,0.0,27,3,1,70.0,66.0
4072,4,0.0,27,3,1,79.0,98.0
4073,4,4.0,11,1,0,40.0,12.0
4074,4,4.0,11,1,0,46.0,46.0
4075,4,2.0,11,1,0,40.0,12.0
4076,4,2.0,11,1,0,46.0,46.0
4077,4,5.0,21,3,1,0.0,0.0
4078,3,2.0,30,3,1,92.0,92.0
4079,4,8.0,8,4,1,96.0,89.0
4080,4,8.0,8,4,1,94.0,99.0
4081,4,8.0,8,4,1,66.0,58.0
4082,4,0.0,1,1,1,85.0,96.0
4083,4,0.0,11,2,1,75.0,73.0
4084,1,0.0,15,2,1,0.0,0.0
4085,0,2.0,5,1,0,50.0,34.0
4086,3,0.0,23,4,1,63.0,62.0
4087,3,3.0,9,2,0,28.0,12.0
4088,3,3.0,9,2,0,2.0,22.0
4089,3,3.0,9,2,0,48.0,32.0
4090,1,0.0,4,2,1,52.0,77.0
4091,0,0.0,30,5,1,77.0,80.0
4092,0,0.0,30,5,1,60.0,66.0
4093,1,3.0,20,2,1,0.0,0.0
4094,4,0.0,3,5,1,85.0,93.0
4095,3,7.0,11,1,0,14.0,2.0
4096,4,0.0,1,4,0,0.0,0.0
4097,2,0.0,17,1,1,80.0,54.0
4098,4,1.0,1,3,0,0.0,30.0
4099,1,0.0,6,4,1,63.0,83.0
4100,1,0.0,6,4,1,73.0,69.0
4101,1,0.0,15,1,0,0.0,0.0
4102,0,2.0,11,4,1,70.0,97.0
4103,2,0.0,14,5,1,0.0,0.0
4104,2,0.0,26,2,0,31.0,8.0
4105,0,1.0,1,2,0,47.0,23.0
4106,0,1.0,1,2,0,47.0,23.0
4107,2,6.0,6,1,0,8.0,28.0
4108,0,0.0,7,5,0,0.0,0.0
4109,0,6.0,28,4,1,0.0,0.0
4110,4,0.0,17,3,1,0.0,0.0
4111,0,0.0,21,4,1,0.0,0.0
4112,4,4.0,8,2,0,48.0,47.0
4113,1,3.0,1,5,1,0.0,0.0
4114,2,5.0,14,3,1,98.0,54.0
4115,2,5.0,14,3,1,81.0,71.0
4116,2,5.0,14,3,1,66.0,57.0
4117,4,1.0,5,2,1,0.0,0.0
4118,4,2.0,5,2,1,0.0,0.0
4119,4,0.0,6,2,0,0.0,0.0
4120,1,2.0,22,4,1,100.0,57.0
4121,1,2.0,22,4,1,60.0,95.0
4122,1,2.0,22,4,1,93.0,93.0
4123,2,0.0,17,3,1,0.0,0.0
4124,4,0.0,21,4,1,91.0,89.0
4125,0,9.0,11,2,1,60.0,82.0
4126,0,9.0,11,2,1,63.0,98.0
4127,1,0.0,1,2,1,59.0,53.0
4128,0,0.0,21,1,1,0.0,0.0
4129,2,0.0,24,2,1,70.0,96.0
4130,1,3.0,14,3,1,78.0,64.0
4131,1,3.0,14,3,1,57.0,73.0
4132,1,3.0,14,3,1,88.0,85.0
4133,1,4.0,14,3,1,78.0,64.0
4134,1,4.0,14,3,1,57.0,73.0
4135,1,4.0,14,3,1,88.0,85.0
4136,4,3.0,8,3,1,98.0,88.0
4137,4,3.0,8,3,1,38.0,80.0
4138,4,3.0,8,3,1,59.0,65.0
4139,4,4.0,8,3,1,98.0,88.0
4140,4,4.0,8,3,1,38.0,80.0
4141,4,4.0,8,3,1,59.0,65.0
4142,0,0.0,18,3,1,84.0,77.0
4143,0,0.0,18,3,1,58.0,61.0
4144,0,0.0,18,3,1,82.0,54.0
4145,0,5.0,8,5,1,0.0,0.0
4146,4,4.0,6,2,1,79.0,54.0
4147,4,4.0,6,2,1,65.0,100.0
4148,4,4.0,6,2,1,99.0,60.0
4149,4,0.0,29,2,1,0.0,0.0
4150,2,2.0,28,1,1,0.0,0.0
4151,4,2.0,3,5,0,0.0,0.0
4152,4,2.0,3,5,0,0.0,0.0
4153,0,0.0,29,1,0,0.0,0.0
4154,3,2.0,16,4,1,67.0,62.0
4155,3,2.0,16,4,1,90.0,67.0
4156,3,2.0,20,5,1,0.0,0.0
4157,3,2.0,30,1,0,47.0,34.0
4158,3,2.0,30,1,0,50.0,24.0
4159,3,2.0,30,1,0,23.0,20.0
4160,2,0.0,29,1,1,0.0,0.0
4161,4,0.0,10,5,1,54.0,51.0
4162,4,0.0,10,5,1,86.0,74.0
4163,4,0.0,10,5,1,65.0,68.0
4164,2,3.0,28,2,0,17.0,37.0
4165,2,3.0,28,2,0,38.0,26.0
4166,2,0.0,16,3,1,78.0,56.0
4167,0,0.0,15,1,1,0.0,53.0
4168,0,7.0,27,3,1,69.0,63.0
4169,0,7.0,27,3,1,58.0,79.0
4170,1,0.0,19,5,1,53.0,55.0
4171,1,0.0,19,5,1,77.0,97.0
4172,1,0.0,3,1,1,0.0,0.0
4173,4,0.0,11,5,1,61.0,94.0
4174,3,0.0,13,4,1,0.0,0.0
4175,1,0.0,2,4,0,5.0,36.0
4176,0,8.0,9,5,1,0.0,0.0
4177,0,3.0,9,5,1,0.0,0.0
4178,4,1.0,27,2,1,53.0,53.0
4179,0,2.0,7,5,1,0.0,0.0
4180,0,1.0,18,5,1,72.0,74.0
4181,2,0.0,12,1,0,29.0,47.0
4182,1,0.0,15,5,1,0.0,0.0
4183,2,0.0,25,1,1,0.0,0.0
4184,1,0.0,5,1,0,50.0,36.0
4185,1,1.0,22,4,1,97.0,69.0
4186,1,1.0,22,4,1,36.0,61.0
4187,1,4.0,22,4,1,97.0,69.0
4188,1,4.0,22,4,1,36.0,61.0
4189,1,0.0,19,3,1,81.0,80.0
4190,1,0.0,19,3,1,77.0,96.0
4191,2,1.0,15,4,1,51.0,79.0
4192,1,0.0,22,4,1,96.0,83.0
4193,4,6.0,9,3,1,0.0,0.0
4194,1,0.0,12,3,1,54.0,68.0
4195,2,0.0,6,3,1,98.0,85.0
4196,2,0.0,6,3,1,84.0,100.0
4197,4,2.0,23,4,1,96.0,67.0
4198,4,5.0,23,4,1,96.0,67.0
4199,4,5.0,23,4,1,96.0,67.0
4200,4,7.0,23,4,1,96.0,67.0
4201,1,0.0,26,4,1,52.0,70.0
4202,0,3.0,24,4,1,59.0,90.0
4203,0,3.0,24,4,1,79.0,97.0
4204,2,2.0,26,5,1,0.0,0.0
4205,2,3.0,26,5,1,0.0,0.0
4206,4,0.0,19,1,1,65.0,96.0
4207,4,0.0,18,1,1,85.0,90.0
4208,4,0.0,18,1,1,82.0,58.0
4209,3,0.0,23,2,1,80.0,93.0
4210,3,0.0,23,2,1,80.0,86.0
4211,3,0.0,23,2,1,77.0,52.0
4212,3,0.0,16,1,0,8.0,0.0
4213,1,0.0,28,3,1,55.0,98.0
4214,1,0.0,28,3,1,82.0,89.0
4215,4,3.0,23,3,1,75.0,68.0
4216,4,3.0,30,1,0,48.0,45.0
4217,2,0.0,5,4,1,90.0,100.0
4218,4,0.0,11,1,0,38.0,48.0
4219,3,0.0,26,3,1,54.0,73.0
4220,3,0.0,26,3,1,77.0,66.0
4221,1,1.0,1,5,0,46.0,28.0
4222,4,0.0,5,4,0,40.0,2.0
4223,2,4.0,27,4,1,51.0,91.0
4224,2,4.0,27,4,1,89.0,15.0
4225,3,4.0,2,5,1,0.0,0.0
4226,3,2.0,2,5,1,0.0,0.0
4227,0,0.0,5,1,1,88.0,91.0
4228,0,0.0,3,1,1,0.0,0.0
4229,0,5.0,6,1,0,50.0,14.0
4230,2,0.0,18,4,1,52.0,54.0
4231,0,1.0,9,1,1,79.0,85.0
4232,0,5.0,9,1,1,79.0,85.0
4233,0,5.0,9,1,1,79.0,85.0
4234,0,5.0,9,1,1,79.0,85.0
4235,4,0.0,20,1,1,98.0,96.0
4236,2,0.0,18,4,1,0.0,0.0
4237,2,0.0,11,4,1,0.0,0.0
4238,1,0.0,13,5,1,77.0,54.0
4239,1,0.0,13,5,1,13.0,27.0
4240,1,0.0,13,5,1,89.0,78.0
4241,1,0.0,13,5,1,94.0,59.0
4242,1,6.0,14,3,1,64.0,51.0
4243,1,6.0,14,3,1,84.0,27.0
4244,0,2.0,26,1,1,73.0,83.0
4245,0,8.0,26,1,1,73.0,83.0
4246,3,5.0,9,2,0,1.0,31.0
4247,3,0.0,11,4,1,0.0,0.0
4248,3,2.0,23,4,1,59.0,79.0
4249,3,5.0,23,4,1,59.0,79.0
4250,3,2.0,9,2,0,2.0,9.0
4251,0,0.0,11,1,0,3.0,33.0
4252,0,0.0,11,1,0,12.0,34.0
4253,0,0.0,11,2,0,6.0,16.0
4254,3,0.0,19,4,1,98.0,90.0
4255,3,0.0,19,4,1,83.0,99.0
4256,3,0.0,19,4,1,70.0,95.0
4257,0,3.0,30,2,1,0.0,0.0
4258,4,4.0,5,1,1,98.0,62.0
4259,4,1.0,5,1,1,98.0,62.0
4260,1,0.0,30,5,1,5.0,40.0
4261,4,1.0,1,3,0,50.0,35.0
4262,2,0.0,25,2,1,98.0,85.0
4263,1,0.0,26,1,0,0.0,0.0
4264,4,6.0,26,5,1,0.0,0.0
4265,4,7.0,26,5,1,0.0,0.0
4266,4,2.0,26,5,1,0.0,0.0
4267,0,0.0,26,4,1,94.0,79.0
4268,0,0.0,26,4,1,61.0,94.0
4269,0,0.0,26,4,1,76.0,66.0
4270,0,0.0,19,4,1,51.0,87.0
4271,3,2.0,25,3,1,81.0,82.0
4272,0,1.0,17,3,1,10.0,73.0
4273,0,1.0,17,3,1,10.0,73.0
4274,3,3.0,4,1,0,2.0,36.0
4275,3,3.0,4,1,0,23.0,35.0
4276,1,0.0,14,4,1,68.0,57.0
4277,1,0.0,14,4,1,80.0,79.0
4278,1,0.0,14,4,1,73.0,60.0
4279,1,0.0,14,4,1,83.0,62.0
4280,1,0.0,27,3,1,0.0,0.0
4281,2,0.0,28,1,0,31.0,41.0
4282,2,0.0,28,1,0,81.0,92.0
4283,3,0.0,7,1,1,0.0,0.0
4284,1,0.0,7,1,1,0.0,0.0
4285,4,0.0,28,2,1,65.0,96.0
4286,3,5.0,5,5,0,13.0,10.0
4287,3,1.0,5,3,0,41.0,2.0
4288,3,1.0,5,3,0,36.0,40.0
4289,0,4.0,4,2,1,94.0,51.0
4290,0,0.0,22,5,1,63.0,66.0
4291,0,0.0,22,5,1,69.0,51.0
4292,0,0.0,22,5,1,89.0,65.0
4293,2,0.0,21,2,0,100.0,1.0
4294,2,0.0,21,2,0,20.0,47.0
4295,0,2.0,6,3,1,85.0,94.0
4296,1,1.0,28,2,0,2.0,37.0
4297,4,1.0,18,5,1,96.0,68.0
4298,3,0.0,16,1,0,46.0,38.0
4299,3,0.0,16,1,0,46.0,43.0
4300,1,0.0,27,4,1,0.0,0.0
4301,2,2.0,17,2,0,0.0,0.0
4302,2,0.0,22,4,1,0.0,0.0
4303,3,3.0,24,4,1,0.0,0.0
4304,3,0.0,1,3,0,39.0,42.0
4305,4,0.0,10,2,1,0.0,0.0
4306,0,0.0,1,1,1,55.0,85.0
4307,4,3.0,23,4,1,79.0,84.0
4308,4,3.0,23,4,1,81.0,69.0
4309,4,0.0,1,3,1,74.0,66.0
4310,4,0.0,1,3,1,72.0,55.0
4311,1,0.0,4,2,1,84.0,81.0
4312,1,0.0,4,2,1,71.0,81.0
4313,1,0.0,4,2,1,98.0,99.0
4314,1,1.0,28,5,1,0.0,0.0
4315,0,1.0,10,2,1,74.0,88.0
4316,0,1.0,10,2,1,80.0,75.0
4317,0,1.0,10,2,1,64.0,89.0
4318,0,1.0,10,2,1,85.0,91.0
4319,3,0.0,18,2,0,39.0,39.0
4320,0,0.0,15,3,1,88.0,88.0
4321,2,10.0,16,1,0,45.0,15.0
4322,2,1.0,16,1,0,45.0,15.0
4323,3,0.0,18,4,1,51.0,98.0
4324,3,0.0,18,4,1,51.0,93.0
4325,3,0.0,18,4,1,85.0,92.0
4326,0,10.0,22,4,1,0.0,0.0
4327,3,0.0,16,2,1,95.0,96.0
4328,3,0.0,16,2,1,98.0,81.0
4329,1,0.0,21,4,1,69.0,86.0
4330,3,3.0,25,2,0,18.0,6.0
4331,3,3.0,25,2,0,47.0,10.0
4332,4,2.0,5,5,0,29.0,47.0
4333,4,4.0,5,5,0,29.0,47.0
4334,3,4.0,12,5,1,52.0,34.0
4335,4,5.0,24,4,1,62.0,97.0
4336,0,0.0,12,3,1,44.0,98.0
4337,0,0.0,12,3,1,53.0,90.0
4338,2,0.0,21,4,1,0.0,0.0
4339,1,0.0,24,5,1,49.0,0.0
4340,1,0.0,24,5,1,82.0,99.0
4341,1,0.0,24,5,1,98.0,95.0
4342,1,4.0,12,5,1,0.0,0.0
4343,1,5.0,12,5,1,0.0,0.0
4344,4,0.0,5,2,1,80.0,87.0
4345,2,4.0,4,1,1,0.0,0.0
4346,3,4.0,1,2,1,0.0,0.0
4347,1,0.0,27,1,0,0.0,0.0
4348,2,2.0,24,2,0,36.0,15.0
4349,2,2.0,24,2,0,33.0,41.0
4350,4,1.0,16,2,0,34.0,3.0
4351,2,0.0,19,5,1,73.0,60.0
4352,4,0.0,26,4,1,99.0,61.0
4353,4,0.0,26,4,1,67.0,93.0
4354,3,0.0,8,3,1,70.0,61.0
4355,0,1.0,19,3,1,0.0,0.0
4356,0,5.0,19,5,1,91.0,3.0
4357,3,4.0,14,5,1,84.0,71.0
4358,3,4.0,14,5,1,52.0,55.0
4359,3,4.0,14,5,1,11.0,6.0
4360,0,3.0,16,2,1,65.0,76.0
4361,0,3.0,16,2,1,52.0,63.0
4362,1,4.0,27,4,1,0.0,0.0
4363,1,5.0,27,4,1,0.0,0.0
4364,3,0.0,11,2,0,1.0,17.0
4365,3,6.0,4,5,1,77.0,66.0
4366,2,8.0,1,4,0,0.0,0.0
4367,1,5.0,26,3,1,73.0,55.0
4368,1,4.0,26,3,1,73.0,55.0
4369,4,0.0,23,3,1,92.0,61.0
4370,4,0.0,23,3,1,77.0,76.0
4371,1,0.0,2,3,0,18.0,46.0
4372,0,10.0,22,1,0,50.0,21.0
4373,1,5.0,22,5,1,94.0,66.0
4374,1,5.0,22,5,1,54.0,56.0
4375,1,5.0,22,5,1,69.0,97.0
4376,1,5.0,5,5,0,49.0,4.0
4377,1,5.0,5,5,0,39.0,49.0
4378,1,5.0,5,5,0,31.0,27.0
4379,3,4.0,27,4,1,75.0,86.0
4380,3,4.0,27,4,1,75.0,86.0
4381,1,0.0,23,3,1,90.0,76.0
4382,1,0.0,23,3,1,56.0,97.0
4383,0,4.0,1,4,0,0.0,0.0
4384,2,0.0,18,4,1,0.0,0.0
4385,4,2.0,24,3,1,0.0,0.0
4386,2,0.0,19,2,1,69.0,65.0
4387,1,0.0,16,2,0,0.0,0.0
4388,1,0.0,14,2,0,8.0,30.0
4389,2,3.0,28,1,1,69.0,95.0
4390,2,3.0,28,1,1,96.0,77.0
4391,4,0.0,13,4,1,81.0,73.0
4392,4,0.0,13,4,1,75.0,90.0
4393,4,0.0,13,4,1,93.0,90.0
4394,2,2.0,13,1,1,43.0,88.0
4395,2,2.0,13,1,1,89.0,60.0
4396,2,4.0,13,1,1,43.0,88.0
4397,2,4.0,13,1,1,89.0,60.0
4398,2,7.0,13,1,1,43.0,88.0
4399,2,7.0,13,1,1,89.0,60.0
4400,1,6.0,12,3,1,62.0,26.0
4401,1,5.0,12,3,1,62.0,26.0
4402,4,4.0,28,5,1,0.0,0.0
4403,4,5.0,28,5,1,0.0,0.0
4404,0,3.0,25,4,1,51.0,51.0
4405,0,1.0,25,4,1,51.0,51.0
4406,2,0.0,23,2,1,91.0,52.0
4407,2,0.0,23,2,1,68.0,88.0
4408,1,0.0,9,5,1,78.0,94.0
4409,1,0.0,9,5,1,72.0,72.0
4410,1,0.0,9,5,1,52.0,93.0
4411,4,0.0,1,5,0,45.0,48.0
4412,0,1.0,9,4,1,91.0,53.0
4413,3,0.0,8,3,1,86.0,100.0
4414,4,3.0,16,2,1,61.0,80.0
4415,4,3.0,16,2,1,95.0,66.0
4416,4,9.0,16,2,1,61.0,80.0
4417,4,9.0,16,2,1,95.0,66.0
4418,4,0.0,12,1,0,22.0,34.0
4419,3,0.0,16,4,1,0.0,0.0
4420,0,0.0,17,2,1,80.0,77.0
4421,0,0.0,17,2,1,61.0,69.0
4422,1,5.0,29,3,1,62.0,74.0
4423,4,4.0,4,1,1,90.0,75.0
4424,0,0.0,12,4,1,73.0,57.0
4425,3,3.0,14,5,1,0.0,0.0
4426,2,10.0,6,4,1,0.0,0.0
4427,2,3.0,6,4,1,0.0,0.0
4428,1,0.0,30,3,1,0.0,0.0
4429,2,0.0,21,3,1,61.0,63.0
4430,2,0.0,21,3,1,89.0,73.0
4431,2,0.0,21,3,1,93.0,60.0
4432,1,0.0,30,5,1,0.0,0.0
4433,2,0.0,11,3,1,61.0,63.0
4434,0,3.0,13,4,1,0.0,0.0
4435,1,4.0,5,4,1,68.0,70.0
4436,1,1.0,5,4,1,68.0,70.0
4437,4,2.0,30,1,0,0.0,0.0
4438,3,1.0,30,4,1,59.0,87.0
4439,1,5.0,5,3,1,61.0,70.0
4440,1,5.0,5,3,1,58.0,55.0
4441,4,1.0,4,3,0,14.0,26.0
4442,4,1.0,4,3,0,40.0,37.0
4443,4,1.0,4,3,0,37.0,34.0
4444,4,2.0,4,3,0,14.0,26.0
4445,4,2.0,4,3,0,40.0,37.0
4446,4,2.0,4,3,0,37.0,34.0
4447,4,10.0,24,4,1,64.0,94.0
4448,4,10.0,24,4,1,86.0,91.0
4449,4,1.0,24,4,1,64.0,94.0
4450,4,1.0,24,4,1,86.0,91.0
4451,0,5.0,23,2,0,0.0,0.0
4452,0,1.0,23,2,0,0.0,0.0
4453,4,4.0,7,5,1,80.0,52.0
4454,4,4.0,7,5,1,79.0,51.0
4455,3,0.0,12,2,1,53.0,100.0
4456,2,0.0,10,2,0,1.0,7.0
4457,2,10.0,8,2,0,32.0,3.0
4458,2,10.0,8,2,0,47.0,18.0
4459,2,10.0,8,2,0,1.0,23.0
4460,2,4.0,2,3,1,79.0,99.0
4461,0,5.0,22,2,0,0.0,0.0
4462,3,0.0,21,1,1,90.0,72.0
4463,2,0.0,17,3,1,0.0,0.0
4464,1,0.0,25,2,1,79.0,87.0
4465,1,0.0,25,2,1,86.0,57.0
4466,1,0.0,25,2,1,70.0,72.0
4467,3,7.0,25,1,0,5.0,10.0
4468,3,7.0,25,1,0,35.0,46.0
4469,2,0.0,12,3,1,0.0,0.0
4470,3,3.0,1,2,0,2.0,42.0
4471,3,3.0,1,2,0,11.0,14.0
4472,2,0.0,5,2,0,2.0,46.0
4473,2,0.0,5,2,0,38.0,44.0
4474,2,0.0,5,2,0,32.0,20.0
4475,2,0.0,5,2,0,19.0,37.0
4476,4,0.0,22,2,0,0.0,0.0
4477,4,0.0,24,2,1,0.0,0.0
4478,1,0.0,13,1,1,79.0,57.0
4479,1,0.0,9,4,1,100.0,52.0
4480,1,0.0,9,4,1,91.0,78.0
4481,4,0.0,8,2,1,81.0,61.0
4482,1,0.0,21,4,1,42.0,66.0
4483,1,0.0,21,4,1,84.0,99.0
4484,1,0.0,21,4,1,92.0,91.0
4485,1,0.0,11,1,0,44.0,24.0
4486,1,0.0,18,3,1,0.0,0.0
4487,1,0.0,29,3,1,81.0,70.0
4488,3,3.0,23,5,1,89.0,68.0
4489,3,3.0,23,5,1,70.0,81.0
4490,2,0.0,5,5,1,95.0,53.0
4491,2,1.0,17,1,0,0.0,0.0
4492,2,2.0,17,1,0,0.0,0.0
4493,2,5.0,17,1,0,0.0,0.0
4494,1,5.0,17,5,1,65.0,92.0
4495,1,0.0,21,1,1,0.0,0.0
4496,4,6.0,30,5,1,98.0,94.0
4497,3,0.0,17,5,1,0.0,0.0
4498,1,3.0,28,5,1,0.0,0.0
4499,0,2.0,27,5,1,48.0,58.0
4500,0,2.0,27,5,1,98.0,88.0
4501,0,2.0,27,5,1,69.0,82.0
4502,0,5.0,27,5,1,48.0,58.0
4503,0,5.0,27,5,1,98.0,88.0
4504,0,5.0,27,5,1,69.0,82.0
4505,3,0.0,20,3,1,0.0,0.0
4506,3,0.0,25,2,1,95.0,94.0
4507,4,0.0,8,1,0,30.0,6.0
4508,4,0.0,8,1,0,2.0,32.0
4509,0,4.0,25,2,0,1.0,21.0
4510,2,0.0,16,5,1,68.0,83.0
4511,2,0.0,17,2,0,0.0,0.0
4512,0,1.0,11,3,1,0.0,0.0
4513,2,4.0,12,5,1,0.0,0.0
4514,0,0.0,6,1,1,78.0,64.0
4515,0,0.0,6,1,1,48.0,33.0
4516,0,0.0,6,1,1,91.0,37.0
4517,0,0.0,6,1,1,99.0,76.0
4518,0,0.0,1,2,0,0.0,0.0
4519,3,0.0,25,3,1,90.0,61.0
4520,3,0.0,25,3,1,100.0,1.0
4521,4,0.0,5,1,1,81.0,60.0
4522,1,0.0,16,1,0,44.0,9.0
4523,3,0.0,20,5,1,0.0,0.0
4524,3,4.0,7,1,1,32.0,54.0
4525,3,0.0,17,5,1,96.0,84.0
4526,3,0.0,17,5,1,56.0,99.0
4527,3,1.0,28,3,1,98.0,73.0
4528,3,10.0,28,3,1,98.0,73.0
4529,2,6.0,6,2,0,27.0,9.0
4530,2,3.0,6,2,0,27.0,9.0
4531,3,0.0,27,2,1,0.0,0.0
4532,3,7.0,22,1,0,16.0,31.0
4533,3,7.0,22,1,0,17.0,15.0
4534,3,7.0,22,1,0,48.0,22.0
4535,0,0.0,1,5,0,49.0,2.0
4536,0,0.0,1,5,0,30.0,4.0
4537,1,5.0,20,5,1,91.0,60.0
4538,1,0.0,14,5,1,77.0,77.0
4539,1,0.0,14,5,1,11.0,64.0
4540,4,3.0,18,3,1,63.0,83.0
4541,4,1.0,2,5,1,56.0,84.0
4542,4,1.0,2,5,1,62.0,57.0
4543,0,5.0,15,3,1,0.0,0.0
4544,0,4.0,15,3,1,0.0,0.0
4545,0,4.0,4,1,1,0.0,0.0
4546,0,1.0,13,4,1,0.0,0.0
4547,0,0.0,29,2,1,70.0,60.0
4548,0,0.0,29,2,1,94.0,85.0
4549,1,0.0,24,5,1,71.0,81.0
4550,1,0.0,24,5,1,99.0,58.0
4551,0,0.0,29,3,1,0.0,0.0
4552,1,0.0,24,2,0,0.0,0.0
4553,1,3.0,13,2,1,64.0,79.0
4554,1,3.0,28,4,1,77.0,98.0
4555,1,3.0,28,4,1,53.0,83.0
4556,1,3.0,28,4,1,26.0,13.0
4557,1,4.0,26,4,1,45.0,97.0
4558,4,0.0,27,5,1,68.0,61.0
4559,1,3.0,7,4,0,5.0,30.0
4560,1,3.0,7,4,0,22.0,31.0
4561,1,3.0,7,4,0,13.0,49.0
4562,1,0.0,15,4,1,66.0,69.0
4563,1,0.0,15,4,1,67.0,54.0
4564,0,2.0,1,2,0,44.0,6.0
4565,2,4.0,6,4,1,56.0,83.0
4566,2,4.0,6,4,1,93.0,97.0
4567,2,3.0,6,4,1,56.0,83.0
4568,2,3.0,6,4,1,93.0,97.0
4569,3,0.0,30,1,1,93.0,84.0
4570,3,0.0,30,1,1,78.0,76.0
4571,2,5.0,26,4,1,74.0,100.0
4572,2,5.0,26,4,1,89.0,52.0
4573,0,4.0,14,5,1,0.0,0.0
4574,4,4.0,25,3,1,55.0,99.0
4575,4,0.0,15,5,1,0.0,0.0
4576,2,0.0,5,3,0,0.0,0.0
4577,2,0.0,7,1,1,81.0,54.0
4578,2,0.0,7,1,1,66.0,82.0
4579,2,0.0,7,1,1,79.0,59.0
4580,2,0.0,7,1,1,84.0,58.0
4581,4,5.0,6,2,1,52.0,76.0
4582,4,5.0,6,2,1,73.0,62.0
4583,4,1.0,6,2,1,52.0,76.0
4584,4,1.0,6,2,1,73.0,62.0
4585,1,4.0,21,1,0,0.0,0.0
4586,1,4.0,21,1,0,0.0,0.0
4587,1,4.0,21,5,1,69.0,75.0
4588,1,4.0,21,5,1,69.0,75.0
4589,0,0.0,24,4,1,79.0,83.0
4590,0,0.0,24,4,1,80.0,96.0
4591,1,0.0,25,2,1,0.0,0.0
4592,0,2.0,30,5,1,0.0,0.0
4593,4,8.0,13,3,1,54.0,79.0
4594,4,8.0,13,3,1,55.0,59.0
4595,3,0.0,25,4,1,62.0,89.0
4596,4,9.0,2,3,0,26.0,29.0
4597,4,9.0,2,3,0,47.0,10.0
4598,2,0.0,8,5,1,91.0,95.0
4599,1,1.0,20,3,1,80.0,73.0
4600,4,0.0,9,2,1,27.0,27.0
4601,0,2.0,24,1,1,100.0,90.0
4602,0,2.0,24,1,1,57.0,55.0
4603,0,2.0,24,1,1,84.0,64.0
4604,0,2.0,24,1,1,61.0,68.0
4605,0,1.0,24,1,1,100.0,90.0
4606,0,1.0,24,1,1,57.0,55.0
4607,0,1.0,24,1,1,84.0,64.0
4608,0,1.0,24,1,1,61.0,68.0
4609,0,4.0,24,1,1,100.0,90.0
4610,0,4.0,24,1,1,57.0,55.0
4611,0,4.0,24,1,1,84.0,64.0
4612,0,4.0,24,1,1,61.0,68.0
4613,1,0.0,12,1,1,0.0,0.0
4614,2,5.0,28,1,0,0.0,0.0
4615,2,2.0,28,1,0,0.0,0.0
4616,0,0.0,20,1,1,58.0,93.0
4617,0,0.0,20,1,1,57.0,53.0
4618,2,4.0,28,5,1,97.0,100.0
4619,4,0.0,17,5,1,67.0,84.0
4620,4,0.0,17,5,1,62.0,69.0
4621,2,0.0,5,3,0,0.0,0.0
4622,3,10.0,26,2,0,0.0,0.0
4623,3,6.0,26,2,0,0.0,0.0
4624,4,0.0,12,1,0,7.0,16.0
4625,4,0.0,12,1,0,61.0,77.0
4626,4,0.0,7,5,1,98.0,81.0
4627,4,0.0,7,5,1,58.0,94.0
4628,4,0.0,7,5,1,72.0,12.0
4629,1,10.0,21,4,1,0.0,0.0
4630,1,5.0,21,4,1,0.0,0.0
4631,0,0.0,12,2,1,0.0,0.0
4632,2,1.0,29,1,1,63.0,73.0
4633,0,0.0,24,3,1,93.0,90.0
4634,1,3.0,12,1,1,0.0,0.0
4635,2,3.0,25,4,1,94.0,57.0
4636,2,3.0,25,4,1,29.0,16.0
4637,3,0.0,27,3,1,93.0,97.0
4638,3,0.0,5,5,1,0.0,0.0
4639,1,2.0,6,2,1,0.0,0.0
4640,2,0.0,13,2,1,96.0,93.0
4641,2,0.0,13,2,1,81.0,56.0
4642,3,4.0,19,2,0,24.0,42.0
4643,0,1.0,4,1,0,0.0,0.0
4644,0,1.0,4,1,0,0.0,0.0
4645,0,1.0,4,1,0,0.0,0.0
4646,1,1.0,18,4,1,0.0,0.0
4647,1,0.0,24,4,1,78.0,56.0
4648,1,0.0,24,4,1,64.0,96.0
4649,2,0.0,14,1,1,71.0,88.0
4650,4,1.0,13,4,1,75.0,99.0
4651,4,1.0,13,4,1,66.0,60.0
4652,4,1.0,13,4,1,75.0,99.0
4653,4,1.0,13,4,1,66.0,60.0
4654,1,0.0,17,2,1,0.0,0.0
4655,2,4.0,27,2,0,0.0,0.0
4656,2,2.0,27,2,0,0.0,0.0
4657,3,3.0,3,1,0,0.0,0.0
4658,0,4.0,27,2,0,43.0,7.0
4659,0,4.0,27,2,0,0.0,10.0
4660,0,4.0,27,2,0,40.0,0.0
4661,0,4.0,27,2,0,6.0,40.0
4662,4,1.0,3,5,1,63.0,90.0
4663,4,1.0,3,5,1,86.0,55.0
4664,3,5.0,28,4,1,0.0,0.0
4665,0,0.0,19,3,1,70.0,81.0
4666,2,0.0,17,2,1,86.0,86.0
4667,3,0.0,22,2,0,17.0,4.0
4668,0,3.0,23,1,0,37.0,29.0
4669,3,0.0,10,5,1,0.0,0.0
4670,1,0.0,26,2,0,54.0,69.0
4671,1,0.0,26,2,0,27.0,22.0
